0,"[4, 40, 42, 65, 66, 87, 121, 176, 177, 189]"
1,"[24, 27, 34, 82, 100, 101, 116, 128, 141, 157, 183]"
2,"[17, 32, 88, 99, 104, 106, 132, 153]"
3,"[6, 19, 22, 24, 27, 58, 64, 85, 89, 102, 108, 126, 149, 168, 174, 197]"
4,"[24, 42, 70, 83, 85, 90, 102, 151, 159, 160, 162, 163, 164, 194]"
