5_43,9.481838703155518,"[(5, 4, False)]"
5_91,37.47009801864624,"[(5, 12, False)]"
5_154,18.2636079788208,"[(5, 13, False)]"
5_166,12.927180051803589,"[(5, 11, False)]"
6_16,12.921796083450317,"[(5, 12, False)]"
6_130,12.703441143035889,"[(5, 3, False)]"
7_2,13.846458673477173,"[(5, 7, False)]"
7_9,10.739848613739014,"[(5, 9, False)]"
7_22,131.52538633346558,"[(3, 20, True)]"
7_69,25.688725233078003,"[(5, 17, False)]"
7_82,31.204663515090942,"[(5, 18, False)]"
7_182,108.93495059013367,"[(3, 19, True)]"
7_193,13.597684144973755,"[(5, 7, False)]"
8_0,14.608706951141357,"[(5, 18, False)]"
8_31,14.710000038146973,"[(5, 17, False)]"
8_44,22.01771116256714,"[(5, 20, False)]"
8_69,21.614466190338135,"[(5, 14, False)]"
8_116,34.97432494163513,"[(5, 10, False)]"
8_167,14.136702299118042,"[(5, 12, False)]"
9_99,21.2473304271698,"[(5, 15, False)]"
7_2,12.226024389266968,"[(5, 7, False)]"
7_9,9.295090913772583,"[(5, 9, False)]"
7_68,621.7779631614685,"[(1, 20, True)]"
7_69,26.50352644920349,"[(5, 17, False)]"
7_82,30.622392177581787,"[(5, 18, False)]"
7_182,144.75679731369019,"[(3, 19, True)]"
7_193,13.590317487716675,"[(5, 6, False)]"
8_0,15.203632831573486,"[(5, 18, False)]"
8_31,15.168699741363525,"[(5, 16, False)]"
8_44,17.55453085899353,"[(5, 18, False)]"
8_69,21.598458766937256,"[(5, 14, False)]"
8_116,35.6339054107666,"[(5, 10, False)]"
8_167,15.15561318397522,"[(5, 12, False)]"
9_8,35.356178522109985,"[(5, 15, False)]"
9_99,18.672849655151367,"[(5, 14, False)]"
10_75,10.825549840927124,"[(5, 20, False)]"
10_121,10.957757472991943,"[(5, 8, False)]"
10_195,25.662954807281494,"[(5, 10, False)]"
10_198,39.49741291999817,"[(5, 18, False)]"
11_8,168.36379504203796,"[(3, 17, True)]"
11_18,12.183893203735352,"[(5, 3, False)]"
11_82,13.810135126113892,"[(5, 18, False)]"
12_26,23.824443101882935,"[(5, 15, False)]"
12_63,13.68586254119873,"[(5, 12, False)]"
12_100,13.467568635940552,"[(5, 9, False)]"
12_107,20.89369249343872,"[(5, 16, False)]"
12_132,14.245229482650757,"[(5, 3, False)]"
13_50,15.368489980697632,"[(5, 9, False)]"
14_4,14.473621129989624,"[(5, 4, False)]"
14_8,15.369662761688232,"[(5, 17, False)]"
14_168,15.417796850204468,"[(5, 11, False)]"
14_179,19.499821186065674,"[(5, 13, False)]"
15_100,20.7169771194458,"[(5, 18, False)]"
15_109,17.182668685913086,"[(5, 12, False)]"
16_78,19.648517370224,"[(5, 14, False)]"
16_105,38.183444023132324,"[(5, 11, False)]"
16_136,31.48030114173889,"[(5, 18, False)]"
17_24,32.89219522476196,"[(5, 17, False)]"
17_60,36.34953713417053,"[(5, 19, False)]"
17_183,33.75856828689575,"[(5, 13, False)]"
18_109,47.22699570655823,"[(5, 19, False)]"
18_144,32.3230664730072,"[(5, 15, False)]"
18_156,140.8300597667694,"[(3, 20, True)]"
18_174,29.184897661209106,"[(5, 16, False)]"
19_34,21.657870054244995,"[(5, 11, False)]"
19_191,46.30648398399353,"[(5, 20, False)]"
21_83,20.74898624420166,"[(5, 11, False)]"
21_101,20.177921056747437,"[(5, 12, False)]"
21_161,30.222403049468994,"[(5, 10, False)]"
21_179,13.827054738998413,"[(5, 14, False)]"
22_37,29.490853309631348,"[(5, 10, False)]"
22_105,19.967036724090576,"[(5, 14, False)]"
22_108,12.837162494659424,"[(5, 5, False)]"
22_151,14.97071099281311,"[(5, 13, False)]"
23_92,32.57759737968445,"[(5, 18, False)]"
